,bestanswer,score,BusinessID,Rating,Cuisine,NumberOfReviews
76,0.071343623,0,z1R0tUFUZ7RU_kQTlzRsZg,3.5,japanese,44
77,0.000630249,0,XH2CNWlLU2HXROsT5NkCmA,3,chinese,92
78,0.898721039,1,enDIsmxSG2bQccQWgGNcbg,4,japanese,166
79,0.887219489,1,32163sAKsk3y_HagU9oIUA,4,indian,89
80,0.070519827,0,NUFdHBhmlzJAZv0IpYuOoA,3.5,japanese,16
81,0.904646933,1,dJdIEYv56jTBkU6hAnSypw,4,thai,123
82,0.073727526,0,MdutW7BuBGmVUPdagNfHvA,3.5,mexican,27
83,0.883228064,1,WtaM26GHmDBiUpVB4lnl2w,4,indian,1
84,0.897921026,1,V-yI80ii8Sau_BOQsDhz-A,4,mexican,50
85,0.909720778,1,dH7jsvPhb6xhQkIu8Pv5jw,4,thai,258
86,0.904261231,1,1xJV03v3g3oP3G5oDlWuoQ,4,thai,113
87,0.892169714,1,bgMbt6XbOaAu5VNXr5kCdQ,4,indian,202
88,0.889319181,1,fyC2cBsQ0FsMJmv0jSworg,4,italian,40
89,0.998793244,1,jRiMLcjWiNfGJlQbu12-HQ,4.5,indian,2
90,0.896339655,1,jRZ3SuJ--vimE47dna3J7Q,4,japanese,108
91,7.00E-06,0,YCBjn0t4bMaQb8Bk7l37ng,2.5,thai,46
92,0.088944793,0,dpCSDy9uefOEcY44FHss2Q,3.5,thai,388
93,0.069353156,0,H89jrU17lNnguPaHbmzhAw,3.5,chinese,265
94,0.909633398,1,LJaLQby_H8E9eHvcIW0xnw,4,mexican,352
95,0.000609779,0,R1eZIyH8dOECfqUGGcANdQ,3,chinese,18
96,0.893976867,1,HnFHxQUSviXVa1FUGR-Hjw,4,italian,148
97,0.000733538,0,8hxvfFZH4kPp35kH5DhnIw,3,japanese,143
98,0.892427146,1,FXDMFBM-rV2s5MHzA33d2g,4,indian,208
99,0.073297016,0,uPW_isMEB92IDrX04pLK1g,3.5,indian,302
100,0.879238307,1,loLFoBWWXfpFu9fOdWebHQ,4,chinese,12
101,5.29E-08,0,QzPaA7e4O7iabpwr99pmiQ,2,indian,4
102,0.07963594,0,0oRYwB_SLqjHptvUQwwe2w,3.5,mexican,214
103,0.064746983,0,HVZ4E2yL-k37oC4ayiubbQ,3.5,chinese,100
104,0.07631056,0,#NAME?,3.5,thai,14
105,0.087294482,0,OrhRTDA0dj81XVhOibXsUQ,3.5,thai,342
106,0.89380753,1,1kdIzJU01DuTm7WhPSdiBQ,4,italian,144
107,0.899626791,1,tK_4ECZ0EPIhW8588hfn5g,4,mexican,92
108,0.093799196,0,NavBPhyeykbve1uVSOrDPg,3.5,thai,519
109,0.000621037,0,01m-oqxaCifh0s0eU03bBg,3,chinese,59
110,0.999990344,1,Dwuu2wGuhrA78rMXTd_MGQ,5,mexican,5
111,0.070918933,0,Gun7lX-5SYRWzJsNsu-U6g,3.5,italian,126
112,0.911609411,1,wg-oP14J6tHXgBO5gWGLWg,4,thai,310
113,0.898898959,1,jy6AHLVJ7cVJZ4Fl_ds3Qg,4,mexican,74
114,0.895239711,1,YuzOnNDfRKixNJiaVy5Baw,4,italian,178
115,0.073514447,0,SNNDz7nTCL1lf9yEY5DaBA,3.5,mexican,20
116,0.999006927,1,LTfR_0NiS7OIRCfkaAJg9w,4.5,japanese,246
117,0.879048645,1,QGXNIWYH0S8dGVDJoPs3OA,4,chinese,8
118,0.000752018,0,DYOyC7JQ0DBCY59b7HKb6A,3,thai,6
119,0.000633743,0,cOnQnP9GwyvhQjCJbSz5Fg,3,indian,8
120,0.879333079,1,sbAy2LhWHjqmOX3wBEsPNA,4,chinese,14
121,0.905675888,1,CYYLEipRFmr73Hz6XNEzoQ,4,italian,439
122,0.899868369,1,hcI6TVxFyVNEPXg3rF1bQw,4,mexican,98
123,0.909398794,1,od-5v2v1HdGisEDAXotqeg,4,japanese,442
124,0.899917781,1,aI39yRQqpTd1VuKqS-lwig,4,italian,292
125,0.000773744,0,7dhXkHB_Eg1UJ7Yf9wQCjQ,3,italian,359
126,0.998951912,1,b_3yI7FXcIle71lD9Tulww,4.5,mexican,29
127,0.99895978,1,NB5u0htOK_1_dTkYALpRxg,4.5,japanese,142
128,0.901069105,1,8CTaeOtqr461Ah5yWcnCPw,4,mexican,128
129,0.998895645,1,C83_0TlJdnKSKwkaH62DKA,4.5,japanese,8
130,0.910814703,1,iYFauSnqLxvr4HTY_cIElg,4,thai,288
131,0.000733338,0,bO8x1Xvtyj4_gUxtX-sjrA,3,mexican,46
132,0.906328142,1,DRUvC_16De3L-uyPwJTZPA,4,thai,167
133,0.000637144,0,DfYRsSozlq-z5ovrWsZvmQ,3,indian,20
134,0.879380822,1,9iZM0dGGP4xJsyHj_7Dj8Q,4,chinese,15
135,0.063594036,0,KIPrTLyJb0mHpsxuaCByZg,3.5,chinese,57
136,0.903835356,1,S_2XkMG-bpNfb0gTKZdvkw,4,thai,102
137,0.90480119,1,UBnrFZuqa1nMrV7ncWHBwA,4,thai,127
138,0.883853376,1,agCuWjaUJ8xBO_PDDQRiGw,4,chinese,111
139,0.896332562,1,ak9vroilf-vpA_GSNWX2Jg,4,chinese,397
140,0.897109091,1,mYQMjrtHp8vsEKKNsRz1XA,4,italian,223
141,0.062801108,0,XJ68bnXVpW-pZTuiDrnCzQ,3.5,chinese,27
142,0.9988029,1,2DGTVgGGme6CoXFCgooqVw,4.5,indian,20
143,0.094699286,0,HKBJGt04_ZSdiIWA_6J8kQ,3.5,mexican,639
144,0.904439449,1,KyOtOluTH8c8SICpf85thg,4,mexican,214
145,0.06217337,0,vDkAtrkji4YatAoKbqF_Yg,3.5,chinese,3
146,0.072975852,0,AWeQkgJ0uzNr5YxFr2Bx8g,3.5,italian,195
147,0.070830762,0,uboO7T3XSnl8iq0uQWhMXA,3.5,italian,123
148,0.072182685,0,fjjzAn0j6zCs2SNViuNfwQ,3.5,indian,265
149,0.885311961,1,oJjMYhA6z1_BVaQpSdyl8g,4,chinese,143
150,0.998933852,1,4eAgPj7eKonKAtk64kgUfQ,4.5,japanese,87
151,0.999018192,1,z6WBXksrh0FQXYCPr2nnFg,4.5,thai,79
152,0.894988298,1,cg6Anl_cfh5dh6uSPb-E8Q,4,italian,172
153,0.998785555,1,U2aUFZARLeSMf4RQIxjuTw,4.5,chinese,84
154,5.82E-06,0,utbWLB3zYR1o__iDI9-Xgg,2.5,indian,18
155,0.064946845,0,ExOHOMrBuPSFmDaLDvtSJw,3.5,indian,11
156,0.080775969,0,xAEs5QnuL8uMNWjmUGpK7g,3.5,japanese,345
157,0.893765152,1,ifIfq2EwEohCgoKnG68_LA,4,italian,143
158,0.899505854,1,#NAME?,4,mexican,89
159,0.928916991,1,yckkW5iFRiBOWsH3tZTr3Q,4,japanese,1033
160,0.000719404,0,k5BZq7XdRFr4xMbZMMGxxg,3,mexican,3
161,0.999990344,1,w1RDUwwDWacl908f2EA0Fw,5,mexican,1
162,0.883595824,1,YB3Zygy4g4ga6jDFqjfsAg,4,indian,9
163,0.074247628,0,wVJHWi2QyewBOotVbwNGUg,3.5,mexican,44
164,0.894719779,1,m1sfDqgDiKKyUaXo9DWVeQ,4,indian,262
165,0.912548542,1,itblJyiTY2h2ACidLk66oA,4,japanese,529
166,0.899070442,1,vTn3ww550Rnhz9naIxtjww,4,italian,271
167,0.884054542,1,fNxI--522GxiStC-J3SnTw,4,indian,19
168,0.070684031,0,wvn-FO-tY9_iWmA_OgMvEA,3.5,italian,118
169,0.999049604,1,0Tvwk0hvgaY0QVIsZGTZKQ,4.5,italian,441
170,0.999271929,1,oe8GEFE4QLFAKt87y7zcgA,4.5,thai,749
171,0.076550484,0,uwUzZf2IQFVb5puJuNd9rA,3.5,mexican,118
172,0.979418278,1,nI1UYDCYUTt23TpGxqnLKg,4,thai,3735
173,0.896339655,1,REIcoQFvGB7B6S0GmqHo1A,4,japanese,108
174,5.93E-06,0,NH7Ws65ZwlmOosiblfGTRw,2.5,indian,59
175,0.913250446,1,kXuubLd6s3GidpqU3psPdw,4,thai,356
176,0.902074754,1,8-dc942sz-prIeepAkHLJA,4,thai,57
177,0.878858685,1,ApAGKaGPzxcFV3NVHROh-w,4,chinese,4
178,0.082300894,0,TsYrzVVtkKO4Asrk_L9stw,3.5,italian,487
179,0.998926103,1,25npnVAlhRjguunYS8zy8w,4.5,italian,167
180,0.896272302,1,sNr7HL0CE9AJu_SJNfRBZA,4,mexican,10
181,0.069249325,0,B-lbpKcK1sVfqGdlmagKag,3.5,indian,165
182,0.998921037,1,OINi1A9bSUUN5vi7xgi3ZQ,4.5,japanese,60
183,0.998972535,1,zDujEq9qZk13nBcG2PH4tA,4.5,italian,266
184,0.998857379,1,39g9pylx-xeIHihTe76HbA,4.5,italian,28
185,0.998945057,1,h37t9rA06Sr4EetJjKrfzw,4.5,italian,207
186,0.999056876,1,UC3n_0vZ5zI1fvi7UzNZAg,4.5,thai,169
187,0.086515024,0,etIbdlTKz2yLkvr9MWNPvw,3.5,thai,320
188,0.000681852,0,FEhAl2T2UGwnsdvjLIQbQA,3,indian,172
189,0.906328142,1,T4xmuPYBmMhF48bfi9rkfA,4,thai,167
190,0.919706166,1,4xOPFgrVjxKmRPlfKH-Meg,4,thai,545
191,0.9261567,1,6qzNc9Z9DHYYleKqrW_K3g,4,japanese,941
192,0.897757292,1,sBP8072dTkHDHyS8MTaZcQ,4,mexican,46
193,0.072866768,0,zaYK-LuVRUoUVt6EV-xmPg,3.5,japanese,95
194,0.083289593,0,q_UIu1o9chUXMCLU-jTPxg,3.5,thai,227
195,0.883853376,1,k8GFfCXO2FIIJIo0ICYSRA,4,chinese,111
196,0.998946846,1,0MqKMvDvmw6s3mnycYLcog,4.5,mexican,18
197,0.922228277,1,Ko95LRE9AAvb2Lk9Iwh2-Q,4,mexican,719
198,0.066703953,0,Rk6TXh7nINbzJoGtI2C5cA,3.5,indian,75
199,0.075018227,0,EhJO7B2hzHq8NT8iFKoCwg,3.5,mexican,69
200,0.914103389,1,6EArjn_iacj-yGVLTKWuEQ,4,japanese,573
201,0.915176153,1,KJFosOrLotvQo_rntg0sjA,4,thai,411
202,0.897223115,1,8hPvJcOkU24zS88YGJ-qZA,4,mexican,33
203,0.887799144,1,jKCSGAMyS0KIcS-vKpEuaA,4,indian,102
204,0.999064028,1,VoAuIReq_cPUrFwxbWqG_Q,4.5,thai,186
205,0.896629572,1,IS94JDTcq_WedBcj6P4qpQ,4,japanese,115
206,0.999990344,1,R-Gj7f9oVtliE5Iuvxd-vA,5,mexican,1
207,0.073180504,0,_fff8IsejG9-2cFbf-CnrA,3.5,mexican,9
208,0.9045313,1,bjf8vmAIrdPo1aHoaYPkBw,4,thai,120
209,0.998870552,1,Bk7METp9hGgm409E6EoBhw,4.5,italian,54
210,0.073563568,0,tWSjcyxwBccZkEyhry_aEQ,3.5,japanese,118
211,0.999087811,1,8qSOz7oTPUUCafsMOBBNEQ,4.5,italian,533
212,0.999990344,1,t9zsZdwFdfrhMTj2FIwcDQ,5,mexican,2
213,0.999083757,1,ZCAkVl5SeCDeBWg_xjfYeg,4.5,thai,234
214,0.898858428,1,DGa4PysLx10aRnXqRQ4Cng,4,mexican,73
215,0.884994328,1,2IrDzLVFUFPp229c1x8YNw,4,chinese,136
216,0.074925363,0,47iHi0mYuq33INDWanGchw,3.5,mexican,66
217,0.999988914,1,EVaeiIE_p0m2LkeG6rhh2g,5,indian,1
218,0.092727564,0,ub2VfE7SRLJABAClzGZp3A,3.5,mexican,587
219,0.998951912,1,#NAME?,4.5,mexican,29
220,0.998966217,1,BOz0qTUMtAfljd3Vn1rerQ,4.5,japanese,156
221,0.884127975,1,kHlYnhMOoMBbe3VCZflpKQ,4,chinese,117
222,0.079224236,0,Qgv2vyUV-DwK8YwrhU-jtw,3.5,thai,105
223,0.068447933,0,WbCZW0OBcakQ9oxsLsw8vg,3.5,indian,137
224,0.907939374,1,kIm0oeOaVfC9-2flLPVklA,4,italian,499
225,0.998819411,1,NztBFASX-zzg0tROoLiKOg,4.5,indian,51
226,0.92313236,1,C7CFAdrczXxNhnN-MNJqmw,4,thai,651
227,0.070198454,0,jsmHlpiJLfaPW3xvldRYjg,3.5,japanese,5
228,0.896820307,1,_V7YsDQ4Lb41rqfkuPzm1w,4,italian,216
229,0.065245867,0,4oXj1ibfudrp4BkHcMjyrQ,3.5,indian,22
230,0.073685333,0,6J6u3doRNRrewj4_N_QgPA,3.5,japanese,122
231,0.912276626,1,RThvexVhZQ8KA6JAr0UkCQ,4,mexican,425
232,0.083357774,0,1B-lytoWyHLEG95eyM9M_Q,3.5,thai,229
233,0.999988914,1,K7u5sEQW1LcIJxjpUS1STg,5,indian,1
234,0.998828828,1,L3PwWn54PvHm5Rd4oUg7xw,4.5,indian,69
235,0.998880565,1,ffJddI2ICrCz6q_QWrU5VQ,4.5,italian,74
236,0.891610265,1,xdioStDO8FAyQiZWHJiGZQ,4,indian,189
237,0.087543726,0,fcCF0Kh_RCbv6KSVlb-Seg,3.5,thai,349
238,0.893356979,1,cGuJmzRd0YC7al-3HZiMhQ,4,japanese,37
239,0.998994529,1,3vBVnzsJLRh8WtW3awKxeQ,4.5,mexican,122
240,0.890934885,1,uq-jeUk2yNOrfUKdRIpE_w,4,italian,77
241,0.910814703,1,AwiDxfV8j7x3_7dtUEkWmQ,4,thai,288
242,0.095289923,0,a5H9p1B6m6WPVjakPylvdA,3.5,thai,558
243,0.903781295,1,mfJaJSspapkcL2MIsNuUjw,4,mexican,197
244,0.901356339,1,6-ShONYFIM9K8HAUOhZVlw,4,italian,328
245,0.999104798,1,UuiW2A-O11Q0baqSEUMvZA,4.5,thai,286
246,0.080404565,0,KIERtmoOTz7r103MWw08nA,3.5,thai,141
247,0.07585898,0,8XtfUcP_GXypdVZSJCN0tQ,3.5,mexican,96
248,0.998944938,1,nGFhlGsPlf6Uu5-xjIosQA,4.5,mexican,14
249,0.921204627,1,EegEULbC3qoMA-FaEjivtA,4,italian,880
250,0.901940942,1,z_emTJ2d3kDEe8mz3w-KNw,4,mexican,150
251,0.062985241,0,RgIFYmjtBp5k90AK1jP7Zw,3.5,chinese,34
252,0.999316454,1,s3jou_L_LVYGkNHiuhjlew,4.5,mexican,987
253,0.89660418,1,NMvGg6AwvEMUEjIF1z9Ghw,4,mexican,18
254,0.883025765,1,4FD0TAxe70nb3ngk3sXF9Q,4,chinese,93
255,0.998912334,1,_QxcsvPsYnOgPhiK6gzCfg,4.5,japanese,42
256,0.900639415,1,fuS39acPaRi38DhSSwEI4Q,4,italian,310
257,0.883917272,1,ahKL-52Ogn7iPFjhQbbb3w,4,indian,16
258,0.918104112,1,wZkZmjZEJDraLJgAalnHvA,4,italian,786
259,0.907280147,1,1xxx4X6harPvGMcPmS15BA,4,japanese,385
260,0.064530872,0,v5CsUc6pr7foHWsoQ0Y36Q,3.5,chinese,92
261,0.071616814,0,WSesw7dMYKmF3XHqD0K0WQ,3.5,indian,246
262,0.882471383,1,wdGMVLUzocmnl2tST0lheg,4,chinese,81
263,0.9989416,1,hXqrA_Z3jZ8Q1O6ZehWSwQ,4.5,indian,296
264,0.901521385,1,EAkIy8TKrW4yPPDCZyP-Cw,4,thai,43
265,0.000618272,0,KUW8hx5kinOT_XJj3ttCDQ,3,chinese,49
266,0.998941243,1,herb-gOpfjJGeiYWXb2liw,4.5,mexican,6
267,0.878763616,1,EhrSNWi4iOhvNqhtsfDyiQ,4,chinese,2
268,0.930040181,1,mhrLDFTxUzW2koRAzjlt5g,4,mexican,975
269,0.998940289,1,BWMQflKS9rpF13zgb_nJQA,4.5,mexican,4
270,0.998829901,1,_U9PlIheyEyfAn7UUxABeg,4.5,indian,71
271,0.998888433,1,6xCZHAr7yj_vWwRJalAEOg,4.5,indian,186
272,6.67E-08,0,Xh-pnPzmUOnjyDE2bTGv5w,2,thai,138
273,0.890857756,1,bKXnm2k44mSdU0fP69lY-g,4,chinese,268
274,0.936390579,1,C2o3Iw-DXjoUJFgQIbiqkQ,4,thai,1107
275,0.907121122,1,kfXYtQYIdTTwNC2TJv8jBA,4,thai,188
276,0.00062076,0,XwB2qg5lN1oX2_ccyO515g,3,chinese,58
277,0.085728414,0,ojeMH0rbOOMx9ajChbVkJQ,3.5,mexican,394
278,0.897067845,1,hGksyTiHBBdrhbiVjXzWVw,4,italian,222
279,0.894920766,1,GNbzHUMc2BB23-kW4cJboQ,4,japanese,74
280,0.998851538,1,iXrKGRzIZK0pp31mO3nBzA,4.5,indian,113
281,0.90774405,1,J9pgjC191T-odCmTAG-grQ,4,mexican,301
282,0.907916486,1,PTYUAAJbEmvIv4EsyRrcnA,4,japanese,402
283,0.883595824,1,NdO1fbZL1DGi_WRyV1_sgQ,4,indian,9
284,0.999989867,1,56PeolgNURAG4x6q7nanmw,5,japanese,8
285,0.944505095,1,nxTEuWKzkK1tCF4LrhFSUQ,4,thai,1432
286,0.998921871,1,A-ert0jDRBfku9ogyW_mEg,4.5,chinese,351
287,6.28E-08,0,Yv-_cU8CIJLUWXIMAjQPMQ,2,thai,2
288,0.070742689,0,GVF4kvXupD18afjpLiPLHA,3.5,italian,120
289,0.925346792,1,eVk4F9ixl89zyUHJ1G2Aiw,4,italian,1011
290,0.064963527,0,zyG1GIU3KnIZ3bOVGgJXlA,3.5,chinese,108
291,0.893612266,1,3Z9kQlPLp9aA7_2A6Jqh9A,4,japanese,43
292,0.998964667,1,0Jr2OP0B2MM4LvJY_K6cTQ,4.5,italian,249
293,0.878716111,1,_cD0QQhvA1zft3GBLnkg4g,4,chinese,1
294,0.916654527,1,f_OiLWqldSmNy1MAvtWlPQ,4,thai,454
295,0.998795986,1,ju6btoDb3UFhnmmPwrOWgA,4.5,indian,7
296,0.075491555,0,o7ebhiCJTSsp43ynRDB1qA,3.5,italian,277
297,0.073210783,0,mqlmAxvp0b1jEL-mWN4dVg,3.5,mexican,10
298,0.998925745,1,at1MNbwkS1UbUAV2C95kkg,4.5,japanese,70
299,0.998911619,1,zo4JHfD2nWPUiqgsgDOaHQ,4.5,italian,137
300,0.067195073,0,LktxVJKPev11aC5SeqlLTA,3.5,chinese,189
301,0.000634874,0,PwK_4LPh7yQ2VcIGKNKLNw,3,indian,12
302,0.079615809,0,vyRuXNXrKQBP834kGzcm3Q,3.5,thai,117
303,0.91462791,1,W5RSIwNKBa7k0jeAs5KDYg,4,japanese,588
304,0.074777961,0,AbNXFnI4OlWZvsQLGKf64w,3.5,italian,254
305,0.902658522,1,iBPQRnM_TMQX6tYdjCbCXA,4,italian,361
306,0.070490584,0,gPn_MadQRUNClx67z-tQ5g,3.5,japanese,15
307,0.073320597,0,lRaDAnKXieqbGnhqjDVhzg,3.5,japanese,110
308,0.999009848,1,_FICyzFLQxR7N62I6qU94A,4.5,thai,60
309,0.077642962,0,jOGL9SOeMH2F6HO5qxbDHw,3.5,thai,56
310,0.888861775,1,TPEkQX8Amp6Jb7FQmFKZxA,4,indian,126
311,0.899555445,1,o5mMVFk4Hcpk2FuKfgTgdg,4,italian,283
312,0.902854502,1,jnHbdsqlTKlPcmJ8BCP9-g,4,italian,366
313,0.882656455,1,X4hEgOBOLTYFhlWO-gAFxQ,4,chinese,85
314,0.068152748,0,Sj2StOWkhHIPE6_sS5RMCQ,3.5,chinese,223
315,0.136792958,1,SyvC0s3y0ZrtnLbwnvw7tw,3.5,thai,1473
316,0.894415736,1,JfiQzDkzG3L3TLmRGUHMuA,4,japanese,62
317,0.908363521,1,oJZq1JmKalXXjqWRKfIjwA,4,japanese,414
318,0.898989439,1,wLzJbddDixAEZrF7VT6_hw,4,italian,269
319,0.998887599,1,H8qcX7MNNnC1bqE0LnIhKg,4.5,italian,88
320,0.922878563,1,xscOfj1dMkEKvhrRruLpIg,4,thai,643
321,0.887514591,1,XmycF9-fpEPlgMe8_qgJrQ,4,chinese,192
322,0.998943985,1,YS21bp9Wp715X75r7eTzxw,4.5,mexican,12
323,0.111581847,0,wqYHhMnpdfUVGL5JI3Wi_A,3.5,japanese,1145
324,5.54E-06,0,gvAzBcK3YZf6UQqOerqF2w,2.5,chinese,4
325,0.000693011,0,CjahRm-rdwS8IqGR-M0Dyg,3,italian,112
326,5.82E-06,0,0dQ0z5qAqg9CmMmbEDs7rg,2.5,indian,15
327,0.070245527,0,Pb2HqSO0SP8HymbZM099hg,3.5,italian,103
328,0.998797059,1,ylXJn53D2FLrIV0yOLHawQ,4.5,indian,9
329,0.99998951,1,y9y6V8va7yt_TUnoO68z0w,5,italian,13
330,0.998965502,1,5Fz1WlY3lxy8gJFs8s_1Dw,4.5,mexican,58
331,0.909684062,1,RnQjRZ9MJrBN9SKiIv3i-A,4,thai,257
332,0.095737793,0,3DNtS1_3gobrYQBAwDx4DA,3.5,mexican,666
333,0.99898845,1,7VciT24JTq32X7BNLO7EJQ,4.5,thai,12
334,0.897675335,1,2h9uosx5vBHWJR23T0PhqA,4,mexican,44
335,0.910995841,1,qy7CaBk9g519-iZGjrki1g,4,thai,293
336,0.897839248,1,ry7XCoXXxS0DxRmzZLFybw,4,mexican,48
337,0.998852134,1,7tJq-a_K-yKOWSqyXVOlFg,4.5,indian,114
338,0.082983404,0,oXSYfInpzQT17mU7f5X4Mg,3.5,thai,218
339,0.897140741,1,XGdUYzkPkX94RoLlPDymeQ,4,mexican,31
340,0.062460255,0,aPThNhqjq5rfN9c8ykcarA,3.5,chinese,14
341,0.078015029,0,vN1CYP0WNSPfdmZAstfdOg,3.5,mexican,164
342,0.998907924,1,EVZeqLPpfXrygmgamjD5_w,4.5,japanese,33
343,0.891626954,1,hq09sqXaYiEogbTrrJ9X5g,4,italian,93
